TempID,SiteID,Survey_Ref,Modern Name,Ancient Name,Local-Easting,Local-Northing,Easting-Long,Northing-Lat,SiteSize,PopulationEstimate,Regions-3,Regions-2,Region,GeologicType,SiteType,SiteFunction,BurialType,Reference,Period,Rainfall,Temperature,Elevation,Slope,Aspect,Cattle/km2,Goats/km2,Pigs/km2,Sheep/km2
4540,3369,AS-146,"Mulla Ta'ha', Tell",,266581,4010006,36.40360412,36.20675209,,,Refugia,Orontes Valley,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),762,66.125,94,2.479855537,235.3048401,16.8875,43.648,0,30.9413
4541,3370,AS-147,"Salam, Tell",,269334.0233,4010761.445,36.43397679,36.21421632,1.8,450,Refugia,Amuq,Amuq Valley,,Single Period,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),728,66.31999207,91,1.200168133,281.3099365,19.6848,4.66997,0.002092,30.8462
4542,3371,AS-147,"Salam, Tell",,269287.1028,4010727.931,36.43346516,36.21390327,1.8,450,Refugia,Amuq,Amuq Valley,,Single Period,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),728,66.31999207,92,1.255301952,270,19.6848,4.66997,0.002092,30.8462
4543,3372,AS-148,"Kafr Innah, Tell",,270516.8464,4010344.312,36.44724531,36.21074068,,,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),719,66.39500427,103,2.910372496,297.2553406,20.0602,4.99695,0.002051,32.0625
4544,3373,AS-150,"Saye (Asir), Tell",,263561.3628,4007428.586,36.37082408,36.18280639,,,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),785,66.18499756,104,4.41344595,332.5255737,48.0931,12.6983,0.005589,18.9929
4545,3374,AS-153,"Jiji, Tell",,290264,4024535,36.66292983,36.34305399,,,Refugia,Highlands,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),578,66.47000122,143,1.446588039,49.39870453,6.25217,14.6801,0,87.4245
4546,3375,AS-155,Tabarat al-Dawiyyah,,293879.3687,4023886.424,36.70335773,36.3379924,,,Refugia,Highlands,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),564,65.70500183,301,5.511516571,186.5198059,4.97327,18.1196,0,93.0111
4547,3378,AS-165,"Ghazi Haji Mursal, Tell",,277744.7249,4018085.053,36.52538064,36.28215034,3.6,900,Refugia,Amuq,Amuq Valley,,Unknown,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),661,66.36499786,98,0.400108069,281.3099365,22.0305,3.11821,0.017229,46.3062
4548,3379,AS-166,Putoglu,,278346.9736,4018884.575,36.53185364,36.28949028,2.1,525,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),661,66.33499146,106,3.13562274,270,18.2491,3.20233,0.014893,48.5958
4549,3383,AS-173,"Ermeneia, Tell",,278239.53,4016310.19,36.53138889,36.26627776,1.4,350,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),656,66.44000244,103,2.935563326,214.1144714,16.3808,3.44821,0.014622,51.4697
4550,3384,AS-174,"Abdal, Tell",,278851.0643,4017129.835,36.53795884,36.27380074,1.3,325,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),654,66.38000488,103,1.420841336,173.6598053,17.4577,3.73227,0.016587,50.2205
4551,3387,AS-180,"Hijar, Tell",,258994.3506,4021048.205,36.31589548,36.30433444,3.3,825,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),840,66.23000336,81,0.313872546,270,0,0,0,0
4552,3388,AS-181,N/A,,259052.846,4021647.94,36.31636111,36.30975002,2,500,Refugia,Amuq,Amuq Valley,,Surface (main),Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),838,66.26000214,80,0.110971682,45,0,0,0,0
4553,3390,AS-186,Kemalaga Ciftligi (Kemal Akpinar Ciftligi),,271201.235,4030682.91,36.44888889,36.39408336,1.4,350,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),732,66.45500183,86,0.350919306,243.4349518,14.4979,8.47568,0.001894,33.8409
4554,3393,AS-201,N/A,,278337.174,4018278.36,36.53191666,36.28402777,2,500,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),661,66.33499146,100,0.350919306,153.4349518,18.2491,3.20233,0.014893,48.5958
4555,3394,AS-208,Temel Kizilkaya,,276255.0635,4034079.086,36.5042115,36.42586191,6.25,1562.5,Refugia,Amuq,Amuq Valley,,Fortified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),698,66.41000366,139,10.65404129,196.0599823,9.32484,9.22357,0.007452,42.5408
4556,3395,AS-215,Sekizevler (Asgundur),,278216.153,4049516.84,36.52163889,36.56536111,0.33,82.5,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),707,66.63499451,154,1.098430395,180,10.4993,10.1609,0.008465,32.1905
4557,3396,AS-216,Anneplihoyuk,,270364.3964,4044109.672,36.43558609,36.5148081,0.4,100,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),738,66.54499817,87,0.443878382,135,11.4988,5.13224,0.000976,19.4428
4558,3398,AS-231,Ahmet Sahbaz Cifligi,,267559.7706,4018996.394,36.4118109,36.28795843,2,500,Refugia,Amuq,Amuq Valley,,Surface (main),Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),757,66.38000488,86,0.3329117,135,22.2849,4.94566,0.001766,26.0319
4559,3399,AS-238,Serinyol Kale,,247988,4023270,36.1927287,36.32152703,0.1,25,Refugia,Amuq,Amuq Valley,,Unknown,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),939,65.82499695,132,3.471485138,151.6992493,44.8566,6.57165,0.00309,11.3624
4560,3401,AS-253,N/A,,254734.0292,4005935.255,36.27322964,36.16716294,,,Refugia,Amuq,Amuq Valley,,Unknown,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),892,65.01499939,203,1.349780679,35.53767776,17.7643,2.65402,0.003386,2.45964
4561,3402,AS-283,Tomsa Hoyuk,,254337,4009340,36.26775478,36.19772344,,,Refugia,Amuq,Amuq Valley,,Unknown,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),901,65.47999573,186,3.383882761,166.6074982,53.0227,16.2614,0.003719,20.2138
4562,3403,AS-286,N/A,,252699.2252,4008635.791,36.24978037,36.19096482,,,Refugia,Amuq,Amuq Valley,,Unknown,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),920,64.94000244,207,5.202510834,164.2913666,19.5185,2.62672,0.003105,2.05322
4563,3404,AS-288,Telhoyuk Tepe,,262280.1611,4010970.034,36.35551767,36.21438708,2.25,562.5,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Early Bronze Age (Undifferentiated),811,66.125,96,0.776755154,315,73,9.157,0.001779,15.7994
4564,3406,QV-79-2,"Aarane, Tell",,351263.2037,3998989.052,37.347184,36.12419924,,,Zone of Uncertainty,Upper Plateau,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),268,63.86000061,354,3.715237379,207.6459808,4.69803,16.5717,0,79.1238
4565,3409,QV-79-5,Erine (El Areime),,320690.9793,4019573.908,37.00291453,36.30450394,,,Refugia,Highlands,Qoueiq Valley,,Unknown,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),407,63.60500336,457,4.464360237,74.74488068,4.40562,19.7454,0,154.811
4566,3410,QV-79-6,"Fafine, Tell",,342325.2987,4024048.331,37.24285604,36.34860581,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),324,63.76999664,427,2.985303164,256.3287048,4.61784,24.0444,0,158.065
4567,3411,QV-79-7,"Hailane, Tell",,339203.5333,4016913.67,37.20955325,36.28379848,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),319,63.5,440,5.341092587,31.82744598,4.84545,22.891,0,165.206
4568,3412,QV-79-8,"Ibbol, Tell",,337986.5331,4051426.504,37.1887934,36.59458248,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),417,63.54499817,472,0,-1,5.9112,18.2113,0,175.194
4569,3413,QV-79-9,"Jijane, Tell",,351281.7583,4030998.171,37.34129911,36.41266073,,,Refugia,Highlands,Qoueiq Valley,Limestone,Unknown,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),327,63.11000061,518,2.331760645,289.6538391,3.41284,14.9743,0,117.612
4570,3414,QV-79-10,"Kaffine, Tell",,326221.5774,4038051.96,37.06034748,36.47200761,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),426,63.62000275,454,2.842097521,245.5560455,6.28403,20.0799,0,180.337
4571,3415,QV-79-11,"Karmine, Tell",,324252.9947,4030889.13,37.04001068,36.40711152,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),412,63.88999939,442,1.142373443,195.9453888,5.61858,21.4023,0,176.487
4572,3416,QV-79-12,"Kassiha, Tell",,335625.0342,4036772.289,37.16552725,36.46213656,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),384,63.40999603,442,0.313872546,90,10.4889,16.7231,0,116.557
4573,3418,QV-79-14,"Malad, Tell",,341254.6703,4034817.328,37.22872873,36.44546956,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),356,63.48500061,448,2.553071976,190.6196594,8.41031,14.1696,0,104.415
4574,3419,QV-79-15,"el Malek, Tell",,325527.0583,4036369.6,37.05297874,36.45672328,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),424,63.63499451,460,1.889097095,318.3664551,5.03692,14.4257,0,136.792
4575,3420,QV-79-16,"Meksour, Tell",,361173.2893,4011221.253,37.45510765,36.2359093,,,Zone of Uncertainty,Upper Plateau,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),282,64.23500061,396,0.554841757,171.8699036,3.44253,13.0474,0,141.644
4576,3421,QV-79-17,"Qaramel, Tell",,345274.1255,4027229.614,37.27507176,36.37775195,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),328,63.60500336,432,0.350919306,206.5650482,4.12326,16.2837,0,149.611
4577,3422,QV-79-18,"Qoubessine, Tell",,370649.2387,4032754.115,37.55695129,36.43129099,,,Refugia,Highlands,Qoueiq Valley,,Unknown,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),301,63.52999496,463,0.350919306,243.4349518,3.47799,17.4222,0,135.63
4578,3423,QV-79-19,"Rahhal, Tell",,355314.9643,4023261.543,37.38770643,36.34355615,,,Refugia,Upper Plateau,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),311,63.21500015,505,1.158421874,208.3007507,3.72214,16.4206,0,152.863
4579,3424,QV-79-20,"Sourane, Tell",,353457.827,4014373.979,37.36868833,36.26318207,,,Zone of Uncertainty,Upper Plateau,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),291,63.78499603,444,0.887703478,135,3.17032,18.1963,0,126.089
4580,3425,QV-79-21,"Soussiane, Tell",,359783.5274,4033309.29,37.43567126,36.43476772,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),318,63.37999725,492,0.887703478,45,3.42962,16.9641,0,152.552
4581,3426,QV-79-22,Yel Baba (Tell Sheikh Ri'ah),,336758.9071,4052312.001,37.17488763,36.6023519,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1978,Early Bronze Age (Undifferentiated),426,63.48500061,480,2.130716324,83.6598053,5.94616,17.6208,0,153.035
4582,3428,GRS-3,Tell Selih Zohour,,262576,3959352,36.37426278,35.74956594,2.25,562.5,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),647,65.86999512,224,0.954527378,260.5376892,13.671,35.8835,0,94.6929
4583,3429,GRS-8,Tell Eneb,,267936,3957247,36.43409543,35.73188459,2.55,637.5,Refugia,Highlands,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),629,64.41499329,373,3.015971184,261.0273743,8.98226,34.1849,0,85.1023
4584,3430,GRS-10,Tell Qastoun Kebir,,263588,3952309,36.3875172,35.68637361,14.7,3675,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),603,65.9750061,216,3.292067289,180,17.7388,25.1234,0,109.72
4585,3431,GRS-11,Tell Qastoun Sehrir,,263351,3952196,36.3849339,35.68529897,4.05,1012.5,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),603,65.9750061,185,4.457514286,251.5650482,17.7388,25.1234,0,109.72
4586,3432,GRS-13,Tell Wasit,,259434,3949071,36.34262455,35.65620527,3.29,822.5,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),627,65.95999908,173,0.710529923,186.3401947,15.7856,9.59321,0,84.1489
4587,3442,GRS-31,Tell Massus,,257359,3938211,36.32298826,35.55788519,0.2,50,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),628,65.95999908,166,0.627726257,270,14.0047,6.94944,0,74.5034
4588,3443,GRS-33,Rasm Tanjara,,260433,3941424,36.3559192,35.58757261,,,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),604,66.09500122,170,0.554841757,315,14.0426,5.76651,0,92.5065
4589,3444,GRS-34,Tell Zijarim,,260816,3944988,36.35908704,35.61976598,2.15,537.5,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),605,65.98999786,169,1.023000836,265.6012878,11.5411,7.77111,0,91.2876
4590,3445,GRS-35,Tell Qleidin,,263141,3944137,36.38498381,35.61266076,2.5,625,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),589,65.86999512,175,3.520555735,286.8214111,14.7688,13.966,0,78.3492
4591,3448,GRS-39,Tell Chleill #2,,257848,3946690,36.32583728,35.63437274,2,500,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),639,65.88499451,168,0.350919306,153.4349518,15.8719,9.8869,0,75.3783
4592,3459,GRS-54,Tell Khirbet Um Amoud,,264315,3961824,36.39275009,35.77224924,5.5,1375,Refugia,Orontes Valley,Ghab Valley,,Surface,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),678,64.84999847,389,2.531330585,253.810791,12.4239,35.581,0,96.6288
4593,3460,GRS-59,Tell Arnaba,,270290,3953570,36.46115175,35.69931614,3.8,950,Refugia,Highlands,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),813,61.04000092,857,1.638032794,106.6992416,5.95057,22.5775,0,44.1129
4594,3464,GRS-68,Dahar Al Sheer,,254549,3958139,36.28594888,35.73667168,,,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),720,64.8500061,248,4.565795898,67.83365631,15.2847,46.5838,0,53.9631
4595,3465,GRS-69,Low mound NE of Ghanya,,255705,3961905,36.29757113,35.77087684,,,Refugia,Orontes Valley,Ghab Valley,,Unknown,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),719,64.98500061,209,3.106145382,100.1755142,16.573,44.3008,0,56.8934
4596,3468,GRS-74,Tell et Tell,,258623,3967067,36.32826185,35.81808882,17.5,4375,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),690,66.11000061,166,9.295196533,185.2812347,13.8568,50.218,0,74.9405
4597,3469,GRS-75,Daharat Jura Hamami,,256242,3964530,36.30270648,35.79465156,,,Refugia,Orontes Valley,Ghab Valley,,Surface,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),712,65.375,228,1.109579444,8.130102158,11.0804,25.6336,0,66.9026
4598,3471,GRS01-91,Near Duweir Akrad,,252058,3956989,36.25878818,35.72569049,,,Refugia,Orontes Valley,Ghab Valley,,Unknown,Unknown,No Burials,Graff 2006,Early Bronze Age (Undifferentiated),976,60.5,720,19.86975479,125.4367142,18.8043,25.2043,0,16.4302
4599,3474,QV-81-3,El Aareime (Erine),,321734.5203,4020718.341,37.01426928,36.31500888,,,Refugia,Highlands,Qoueiq Valley,,Unknown,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),401,63.81499863,417,1.588467479,69.77513886,5.98179,25.4555,0,157.815
4600,3475,QV-81-4,Aazaz,,325073.2648,4050729.367,37.04466318,36.58602067,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),485,63.09500122,570,2.635908842,202.7509766,3.61047,19.3135,0,113.444
4601,3476,QV-81-5,"Ahmar, Tell",,358643.9691,4055286.222,37.41893477,36.63265011,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),356,63.37999725,490,0,-1,4.84005,12.5246,0,158.425
4602,3478,QV-81-7,Ain Fuwwar,,342798.703,4051112.412,37.2426313,36.59255754,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),397,63.61999512,464,0.3329117,135,5.07095,14.079,0,167.457
4603,3483,QV-81-12,"Banat, Tell",,338697.6531,4042844.166,37.19853623,36.51737072,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),392,63.55999756,457,0.647043824,104.0362473,6.34919,15.5799,0,158.176
4604,3487,QV-81-16,"Bouhaira, Tell",,338433.0693,4034476.701,37.19733046,36.44192901,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),367,63.36499786,438,0.248138979,251.5650482,11.4099,17.0373,0,120.794
4605,3488,QV-81-17,"El Cadi, Tell",,358607.5888,4054287.418,37.41871193,36.62364394,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),354,63.36499786,489,0.400108069,101.3099289,5.08848,12.6423,0,165.599
4606,3490,QV-81-19,"Dabiq, Tell",,345006.2023,4045213.634,37.26848598,36.53976517,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),370,63.68000031,452,2.339651823,219.5596619,5.53969,13.9716,0,159.043
4607,3491,QV-81-20,Douabiq,,345510.6876,4048036.624,37.27355364,36.56528484,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),377,63.6649971,453,0.3329117,315,6.91936,13.9071,0,138.118
4608,3494,QV-81-23,"Haourane, Tell",,322657.2565,3988273.744,37.03186792,36.02284245,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),316,65.04499817,264,0.110971682,315,5.70542,10.769,0,101.453
4609,3495,QV-81-24,Haouar enn Nahr,,343294.7977,4041455.101,37.25013815,36.50561817,,,Refugia,Highlands,Qoueiq Valley,,Surface,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),367,63.60499573,444,0.3329117,45,5.99046,14.3919,0,165.283
4610,3498,QV-81-27,"el-Jijane, Tell",,351281.7894,4030999.571,37.34129919,36.41267335,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),327,63.11000061,518,2.331760645,289.6538391,3.41284,14.9743,0,117.612
4611,3501,QV-81-30,"Karmine, Tell",,326221.5762,4038053.68,37.06034708,36.47202311,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),426,63.62000275,454,2.842097521,245.5560455,6.28403,20.0799,0,180.337
4612,3507,QV-81-36,"Nourbol, Tell",,320245.7767,4027668.003,36.9960906,36.37734805,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),426,64.00999451,420,2.153668165,146.8886566,4.99857,22.6829,0,127.283
4613,3508,QV-81-37,Qara Keupru,,344617.7171,4056172.578,37.26193434,36.63845203,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Early Bronze Age (Undifferentiated),402,63.875,476,0.350919306,153.4349518,8.30428,14.6651,0,184.332
